country,file,sheet,question,option,answer,score,What's wrong in Question,How can I improve the question,How can I improve the Options
RBQ,Bangladesh_RBQ.xlsx,boli khela,খেলার সময় খেলোয়াড়রা একে অপরের সাথে কীভাবে যোগাযোগ করে?,"ক) হাতের ইশারা ব্যবহার করে, খ) জোরে চিৎকার করে, গ) নোট পাঠাতে গিয়ে, ঘ) বাঁশি বাজিয়ে",ক) হাতের ইশারা ব্যবহার করে,1,no mistake,no correction needed,no correction needed
RBQ,Bangladesh_RBQ.xlsx,boli khela,বলি খেলায় রেফারির ভূমিকা কী?,"ক) পাথর ছুঁড়ে মারা, খ) স্কোর ধরে রাখা, গ) দলগুলোর সাথে খেলা, ঘ) নিয়ম মেনে চলা নিশ্চিত করা",ঘ) নিয়মগুলি অনুসরণ করা হচ্ছে তা নিশ্চিত করা,0,"The question contains a factual error: 'বলি খেলা' is not a recognized sport; it appears to be a misspelling or misinterpretation of 'বেসবল' (baseball) or 'বোলিং' (bowling). The correct term should be clarified. Additionally, the correct answer option is phrased awkwardly ('নিয়মগুলি অনুসরণ করা হচ্ছে তা নিশ্চিত করা') and does not match the question's phrasing ('নিয়ম মেনে চলা নিশ্চিত করা'). The distractors are illogical (e.g., 'পাথর ছুঁড়ে মারা').",বেসবল খেলায় রেফারির ভূমিকা কী?,"['ক) পাথর ছুঁড়ে মারা', 'খ) স্কোর ধরে রাখা', 'গ) দলগুলোর সাথে খেলা', 'ঘ) নিয়ম মেনে চলা নিশ্চিত করা']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,বলি খেলা খেলার সময় দর্শকদের সাধারণ আচরণ কেমন হয়?,"ক) শান্ত এবং মনোযোগী, খ) জোরে এবং সহায়ক, গ) বিভ্রান্তিকর, ঘ) বিচ্ছিন্ন এবং আগ্রহহীন",খ) জোরে এবং সহায়ক,1,no mistake,no correction needed,no correction needed
RBQ,Bangladesh_RBQ.xlsx,boli khela,"বলি খেলায়, নিচের কোনটি নিষিদ্ধ?","ক) লক্ষ্যবস্তুতে পাথর নিক্ষেপ করা, খ) সীমানার বাইরে পা রাখা, গ) উভয় হাত ব্যবহার করে নিক্ষেপ করা, ঘ) পয়েন্ট অর্জন করা",গ) নিক্ষেপের সময় উভয় হাত ব্যবহার করা,0,"The question mentions 'বলি খেলা' (Boli Khela), which is not a recognized or standardized sport. The term appears to be a mistranslation or misnomer for 'Kho Kho' or another traditional South Asian game. Additionally, the correct answer claims that using both hands to throw is forbidden, but in legitimate sports like Kho Kho or similar, hand usage rules do not match this description. The option 'গ) উভয় হাত ব্যবহার করে নিক্ষেপ করা' is phrased inconsistently with the answer explanation, which says 'নিক্ষেপের সময় উভয় হাত ব্যবহার করা' — this is redundant and confusing. The options also include 'পয়েন্ট অর্জন করা' (scoring points), which is never forbidden in any sport, making it a nonsensical distractor.","খেলায়, নিচের কোনটি নিষিদ্ধ?","['ক) লক্ষ্যবস্তুতে পাথর নিক্ষেপ করা', 'খ) সীমানার বাইরে পা রাখা', 'গ) নিক্ষেপের সময় উভয় হাত ব্যবহার করা', 'ঘ) পয়েন্ট অর্জন করা']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,বলি খেলায় প্রতিটি দলে সর্বনিম্ন কতজন খেলোয়াড় থাকতে হবে?,"ক) ২, খ) ৩, গ) ৪, ঘ) ৫",খ) ৩,0,"The question refers to 'বলি খেলা' (Boli Khela), which is not a recognized or standard sport. It may be a misspelling or misinterpretation of 'Volleyball' (ভলিবল). In volleyball, the minimum number of players per team is 6 for a full match, but a team can play with a minimum of 5 players in some informal or modified rules. However, 3 players per team is not standard for any recognized version of volleyball or any major sport commonly referred to as 'Boli Khela'. The answer 'খ) ৩' is therefore factually incorrect for any legitimate sport. The question is misleading due to ambiguous terminology.",ভলিবল খেলায় প্রতিটি দলে সর্বনিম্ন কতজন খেলোয়াড় থাকতে হবে?,"['ক) ৪', 'খ) ৫', 'গ) ৬', 'ঘ) ৭']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,বাংলাদেশী সংস্কৃতিতে বলি খেলার তাৎপর্য কী?,"ক) এটি দলবদ্ধভাবে কাজ করার উৎসাহ দেয়, খ) এটি এক ধরণের উপাসনা, গ) এটি স্থানীয় ফসল উদযাপন করে, ঘ) এটি একটি শিক্ষামূলক অনুষ্ঠান",ক) এটি দলগত কাজের প্রচার করে,0,"The question contains a factual error: 'বলি খেলা' (Boli Khela) is not a recognized traditional sport or cultural practice in Bangladesh. It appears to be a fabricated or misinterpreted term. The correct term might be 'বাউলি খেলা' or 'কুস্তি' (wrestling), but 'বলি খেলা' has no established cultural significance. The provided answer also assumes a false premise.",বাংলাদেশী সংস্কৃতিতে কুস্তি খেলার তাৎপর্য কী?,"['ক) এটি দলবদ্ধভাবে কাজ করার উৎসাহ দেয়', 'খ) এটি এক ধরণের উপাসনা', 'গ) এটি স্থানীয় ফসল উদযাপন করে', 'ঘ) এটি একটি শিক্ষামূলক অনুষ্ঠান']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,বলি খেলা প্রথম কবে খেলা হয়েছিল?,"ক) পঞ্চদশ শতাব্দীতে, খ) আঠারো শতকে, গ) উনিশ শতকে, ঘ) বিংশ শতাব্দীতে",খ) ১৮ শতকে,0,"The question asks 'বলি খেলা প্রথম কবে খেলা হয়েছিল?' (When was Boli Khela first played?), but 'বলি খেলা' is not a recognized or documented traditional sport in Bangladesh or South Asia. It may be a misspelling or misinterpretation of 'বোলি খেলা' (Boli Khela), which is a traditional Bengali folk game involving sticks or a form of stick-fighting, but even then, historical records of its first play are not verifiable or established in academic sources. The provided answer ('18 শতকে') is arbitrary and lacks factual basis. The question is not grounded in verifiable history and thus fails as a valid MCQ.",বোলি খেলা বাংলাদেশের কোন অঞ্চলে প্রচলিত একটি ঐতিহ্যবাহী খেলা?,"['ক) ঢাকা', 'খ) চট্টগ্রাম', 'গ) সিলেট', 'ঘ) রাজশাহী']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,বলি খেলায় ব্যবহৃত পাথরের একটি সাধারণ বৈশিষ্ট্য কী?,"ক) এটি মসৃণ, খ) এটি খোদাই করা, গ) এর রুক্ষ প্রান্ত রয়েছে, ঘ) এটি ধাতব",গ) এর রুক্ষ প্রান্ত রয়েছে,0,"The question refers to 'বলি খেলায় ব্যবহৃত পাথর' (stone used in Boli game), but 'Boli' is not a recognized or standard sport. It is likely a misspelling or misreference to 'Kho Kho' or 'Stone Skimming' (known as 'Boli' in some regional contexts in Bengal), but even then, the use of stone in such games is not standardized or widely documented. The answer choice 'রুক্ষ প্রান্ত রয়েছে' (has rough edges) is plausible for a stone used in a throwing game, but the question lacks context and clarity. Without a clear, verified sport, the question is factually ambiguous.",বাংলাদেশ ও পশ্চিমবঙ্গের ঐতিহ্যবাহী খেলায় ব্যবহৃত পাথরের একটি সাধারণ বৈশিষ্ট্য কী?,"['ক) এটি মসৃণ', 'খ) এটি খোদাই করা', 'গ) এর রুক্ষ প্রান্ত রয়েছে', 'ঘ) এটি ধাতব']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,বলি খেলায় সফলভাবে নিক্ষেপের আদর্শ কৌশল কী?,"ক) একটি শক্তিশালী নিক্ষেপ, খ) একটি সুনির্দিষ্ট লক্ষ্য, গ) একটি দ্রুত নিক্ষেপ, ঘ) একটি উচ্চ গতিপথ",খ) একটি সুনির্দিষ্ট লক্ষ্য,1,no mistake,no correction needed,no correction needed
RBQ,Bangladesh_RBQ.xlsx,boli khela,বলি খেলায় আক্রমণাত্মক দলের ভূমিকা কী?,"ক) লক্ষ্যবস্তু রক্ষা করার জন্য, খ) পাথর নিক্ষেপ করার জন্য, গ) পাথর ধরার জন্য, ঘ) লক্ষ্যবস্তুকে আঘাত করার জন্য",ঘ) লক্ষ্যবস্তু ধ্বংস করা,0,"The question refers to 'বলি খেলা' (Boli Khela), which is not a recognized sport. The correct term is likely 'বোলি' or 'বোলি খেলা' as a traditional Bengali game involving throwing stones at a target, but the question and answer are inconsistent: the correct answer states 'লক্ষ্যবস্তুকে ধ্বংস করার জন্য' (to destroy the target), while the option is written as 'লক্ষ্যবস্তুকে আঘাত করার জন্য' (to hit the target). The answer choice does not match the option text. Additionally, options খ and গ (throwing and catching stones) are misleading and not relevant to the attacking team's role.",বোলি খেলায় আক্রমণাত্মক দলের ভূমিকা কী?,"['ক) লক্ষ্যবস্তু রক্ষা করার জন্য', 'খ) লক্ষ্যবস্তুকে আঘাত করার জন্য', 'গ) পাথর ধরার জন্য', 'ঘ) লক্ষ্যবস্তুকে ধ্বংস করার জন্য']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,"বলি খেলায়, আক্রমণাত্মক দলের প্রাথমিক লক্ষ্য কী?","ক) পাথরটিকে লক্ষ্যবস্তুতে আঘাত করা থেকে বিরত রাখা, খ) পাথর দিয়ে লক্ষ্যবস্তুতে আঘাত করা, গ) মাঠ রক্ষা করা, ঘ) বল ধরা",খ) পাথর দিয়ে লক্ষ্যবস্তুতে আঘাত করা,0,"The question refers to 'বলি খেলা' (Boli Khela), which is not a recognized sport. The correct term is 'Kho Kho' or possibly 'Stone throwing' games, but the options mention 'পাথর' (stone), suggesting the intended game is a stone-throwing contest like 'Pitho Goli' or similar rural game, not 'Boli Khela'. The term 'বলি খেলা' is misleading and factually incorrect as a formal sport name. Also, 'বল' in Bengali means 'ball', but the options refer to 'stone', creating inconsistency.","একটি পাথর ফেলার খেলায়, আক্রমণাত্মক দলের প্রাথমিক লক্ষ্য কী?","['ক) পাথরটিকে লক্ষ্যবস্তুতে আঘাত করা থেকে বিরত রাখা', 'খ) পাথর দিয়ে লক্ষ্যবস্তুতে আঘাত করা', 'গ) মাঠ রক্ষা করা', 'ঘ) বল ধরা']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,বলি খেলায় একজন খেলোয়াড়ের সর্বোচ্চ কত সময় ধরে থ্রো করা সম্ভব?,"ক) ১০ সেকেন্ড, খ) ৩০ সেকেন্ড, গ) ১ মিনিট, ঘ) ২ মিনিট",খ) ৩০ সেকেন্ড,1,no mistake,no correction needed,no correction needed
RBQ,Bangladesh_RBQ.xlsx,boli khela,বলি খেলা খেলার সময় কোন অ্যাকশনের ফলে পেনাল্টি হয়?,"ক) খুব তাড়াতাড়ি পাথর ছুঁড়ে মারা, খ) সীমানার বাইরে পা রাখা, গ) উভয় হাতে পাথর আঘাত করা, ঘ) উপরের সবগুলোই",ঘ) উপরের সবগুলো,0,"The question refers to 'বলি খেলা' (Boli Khela), which is not a recognized or documented sport with official rules involving stones, penalties, or standardized actions like those listed. The options describe actions (throwing stones, stepping outside boundaries, hitting with both hands) that do not correspond to any known sport called 'Boli Khela'. This appears to be a fabricated or misattributed question, likely confusing it with 'Kho-Kho', 'Stone-throwing games', or regional folk games. The answer 'উপরের সবগুলোই' is incorrect because the premise is false — there are no official penalty rules for a non-existent sport.","কোন ক্রীড়ায় পাথর ছোঁড়া, সীমানা লঙ্ঘন এবং উভয় হাতে আঘাত করা পেনাল্টির কারণ হয়?","['ক) খুব তাড়াতাড়ি পাথর ছুঁড়ে মারা', 'খ) সীমানার বাইরে পা রাখা', 'গ) উভয় হাতে পাথর আঘাত করা', 'ঘ) এই ক্রীড়াটি বাস্তবে অস্তিত্বহীন']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,"বলি খেলায়, সাধারণত লক্ষ্যবস্তু হিসেবে কী ব্যবহৃত হয়?","ক) পাথরের স্তূপ, খ) কাঠের খুঁটি, গ) ধাতব লক্ষ্যবস্তু, ঘ) পতাকা",ক) পাথরের স্তূপ,0,"The question refers to 'বলি খেলা' (Boli Khela), which is not a recognized or standard sport. There is no widely known sport by this name in Bangladesh or internationally that uses a 'পাথরের স্তূপ' (pile of stones) as a target. This appears to be a fabricated or misinterpreted term. The correct answer is factually incorrect because no legitimate sport called 'Boli Khela' exists with such a target. The question is misleading and lacks factual basis.","বাংলাদেশের ঐতিহ্যবাহী খেলায়, সাধারণত লক্ষ্যবস্তু হিসেবে কী ব্যবহৃত হয়?","['ক) পাথরের স্তূপ', 'খ) কাঠের খুঁটি', 'গ) ধাতব লক্ষ্যবস্তু', 'ঘ) পতাকা']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,বলি খেলায় ডিফেন্ডিং দলের মূল দায়িত্ব কী?,"ক) পাথর নিক্ষেপ করা, খ) পাথর ধরা, গ) লক্ষ্য রক্ষা করা, ঘ) পয়েন্ট অর্জন করা",গ) লক্ষ্য রক্ষার জন্য,0,"The question refers to 'বলি খেলা' (Boli Khela), which is not a recognized sport. The term may be a mistranslation or misinterpretation of 'Kabaddi' or another traditional game. Additionally, the correct answer option is phrased as 'লক্ষ্য রক্ষা করা' (protect the target), but the correct answer is written as 'লক্ষ্য রক্ষার জন্য' (for protecting the target), which is grammatically incomplete as an option. The options include 'পাথর নিক্ষেপ করা' and 'পাথর ধরা' (throwing and catching stones), which are irrelevant to any mainstream sport and suggest a fundamental error in question design.",কবাডি খেলায় ডিফেন্ডিং দলের মূল দায়িত্ব কী?,"['ক) পাথর নিক্ষেপ করা', 'খ) পাথর ধরা', 'গ) লক্ষ্য রক্ষা করা', 'ঘ) পয়েন্ট অর্জন করা']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,"বলি খেলায়, একটি বৈধ প্রচেষ্টার জন্য সর্বনিম্ন কত দূরত্ব নিক্ষেপ করতে হবে?","ক) ৫ মিটার, খ) ১০ মিটার, গ) ১৫ মিটার, ঘ) ২০ মিটার",খ) ১০ মিটার,0,"The question refers to 'বলি খেলা' (Boli Khela), which is not a recognized or standardized sport with official rules regarding minimum throwing distance. This appears to be a confusion with 'Javelin Throw' or another field event. The term 'বলি খেলা' may be a regional or colloquial misnomer, making the question factually incorrect and misleading.","জাভেলিন থ্রো খেলায়, একটি বৈধ প্রচেষ্টার জন্য সর্বনিম্ন কত দূরত্ব নিক্ষেপ করতে হবে?","['ক) ৫ মিটার', 'খ) ১০ মিটার', 'গ) ১৫ মিটার', 'ঘ) ২০ মিটার']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,যদি নিক্ষেপের আগে কোনও খেলোয়াড়ের হাত থেকে পাথরটি পড়ে যায় তবে কী হবে?,"ক) এটি একটি ফাউল, খ) এটি উপেক্ষা করা হয়েছে, গ) থ্রো পুনরাবৃত্তি করা হয়েছে, ঘ) অন্য দল একটি পয়েন্ট অর্জন করেছে",গ) নিক্ষেপটি পুনরাবৃত্তি হয়,0,"The question is in Bengali and refers to 'পাথরটি' (stone), which is incorrect for a throwing event in sports. In track and field, the event is 'shot put' (বোল্ট নিক্ষেপ), not a stone. Also, the correct answer option is labeled 'গ) থ্রো পুনরাবৃত্তি করা হয়েছে' but the correct answer is stated as 'গ) নিক্ষেপটি পুনরাবৃত্তি হয়' — inconsistency in labeling. The term 'পাথর' is misleading and non-standard in sports terminology.",যদি নিক্ষেপের আগে কোনও খেলোয়াড়ের হাত থেকে শট পড়ে যায় তবে কী হবে?,"['ক) এটি একটি ফাউল', 'খ) এটি উপেক্ষা করা হয়েছে', 'গ) নিক্ষেপটি পুনর���বৃত্তি হয়', 'ঘ) অন্য দল একটি পয়েন্ট অর্জন করেছে']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,বলি খেলা নিক্ষেপের জন্য সাধারণত কোন হাত ব্যবহার করা হয়?,"ক) বাম হাত, খ) ডান হাত, গ) উভয় হাত, ঘ) উভয় হাত",গ) উভয় হাত,0,"The question asks about 'বলি খেলা' (Boli Khela), which is not a recognized sport with standardized throwing techniques. Additionally, the options list 'উভয় হাত' (both hands) twice (গ and ঘ), making it invalid. The correct answer 'উভয় হাত' is also factually incorrect for any real sport — most throwing sports (like shot put, javelin) favor one dominant hand, and 'both hands' is not standard practice.",কোন ক্রীড়ায় বল নিক্ষেপের জন্য সাধারণত ডান হাত বা বাম হাত ব্যবহার করা হয়?,"['ক) বাম হাত', 'খ) ডান হাত', 'গ) উভয় হাত', 'ঘ) কোনোটিই নয়']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,নিক্ষেপের অবস্থানের জন্য সাধারণ গ্রাউন্ড মার্কিং কী?,"ক) একটি চক বৃত্ত, খ) একটি দড়ি, গ) একটি কাঠের লাঠি, ঘ) একটি পতাকা",ক) একটি চক বৃত্ত,1,no mistake,no correction needed,no correction needed
RBQ,Bangladesh_RBQ.xlsx,boli khela,রেফারির থামার সংকেতের পরে যদি কোনও খেলোয়াড় পাথর ছুঁড়ে মারে তাহলে কী হবে?,"ক) থ্রো বৈধ, খ) এটি একটি ফাউল হিসেবে বিবেচিত হবে, গ) এটি একটি বোনাস হিসেবে গণ্য হবে, ঘ) থ্রো চলতে থাকবে",খ) এটি একটি ফাউল হিসেবে বিবেচিত হয়,0,"The question is factually incorrect and logically flawed. In sports (e.g., basketball, football), referees do not give a 'stop signal' followed by a player throwing a stone — this scenario is nonsensical and does not align with any recognized sport's rules. 'পাথর ছুঁড়ে মারে' (throwing a stone) is not a valid in-game action in any standard sport, making the question invalid as a sports MCQ.","যদি রেফারি থামার সংকেত দেওয়ার পর কোনো খেলোয়াড় বলটি অনুচিতভাবে ছুঁড়ে মারে, তাহলে কী হবে?","['ক) থ্রো বৈধ', 'খ) এটি একটি ফাউল হিসেবে বিবেচিত হবে', 'গ) এটি একটি বোনাস হিসেবে গণ্য হবে', 'ঘ) থ্রো ��লতে থাকবে']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,বলি খেলায় কোন দল প্রথমে থ্রো করে?,"ক) মুদ্রা টসের মাধ্যমে নির্বাচিত, খ) হোম দল, গ) ডিফেন্ডিং দল, ঘ) তরুণ দল",ক) মুদ্রা টস দ্বারা নির্বাচিত,1,no mistake,no correction needed,no correction needed
RBQ,Bangladesh_RBQ.xlsx,boli khela,গোল করার ক্ষেত্রে রেফারির প্রধান দায়িত্ব কী?,"ক) বৈধ থ্রো গণনা করা, খ) খেলোয়াড়দের উৎসাহিত করা, গ) ইচ্ছামত পয়েন্ট প্রদান করা, ঘ) ম্যাচে যোগদান করা",ক) বৈধ থ্রো গণনা করা,0,"The question asks about the referee's main responsibility in scoring, but the correct answer refers to 'valid throw counting,' which is irrelevant to football (soccer) — the most likely context for a Bengali sports question. In football, referees do not count 'throws' (which are throw-ins, not scoring actions); they validate goals. The answer choice is factually incorrect for standard football rules. Also, 'থ্রো' (throw) is ambiguous and not a scoring mechanism in football.",গোল করার ক্ষেত্রে রেফারির প্রধান দায়িত্ব কী?,"['ক) গোলের বৈধতা নিশ্চিত করা', 'খ) খেলোয়াড়দের উৎসাহিত করা', 'গ) ইচ্ছামত পয়েন্ট প্রদান করা', 'ঘ) ম্যাচে যোগদান করা']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,"লক্ষ্যবস্তুতে আঘাত করার আগে যদি পাথরটি লাফিয়ে পড়ে, তাহলে তার নিয়ম কী?","ক) এটি গুরুত্বপূর্ণ, খ) এটি গুরুত্বপূর্ণ নয়, গ) এটি একটি বোনাস, ঘ) অন্য দল একটি পালা হারায়",খ) এটি গণনা করা হয় না,0,"The question mentions 'পাথরটি লাফিয়ে পড়ে' (stone bounces), which suggests a game like stone tossing or similar, but the context is unclear. The correct answer states 'এটি গণনা করা হয় না' (it is not counted), yet the provided option 'খ) এটি গুরুত্বপূর্ণ নয়' (it is not important) is semantically different and misleading. The correct answer does not match any of the listed options — option খ is incorrectly worded. The question lacks context about the sport or rules being referenced.","একটি খেলায় যদি পাথরটি লক্ষ্যবস্তুতে আঘাত করার আগে ভূমিতে লাফিয়ে পড়ে, তাহলে এই আঘাত গণনা করা হয় কি না?","['ক) গণনা করা হয়', 'খ) গণনা করা হয় না', 'গ) এটি একটি বোনাস পয়েন্ট', 'ঘ) অন্য দল একটি পালা হারায়']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,বলি খেলা খেলা সাধারণত কতজন রেফারি তত্ত্বাবধান করেন?,"ক) এক, খ) দুই, গ) তিন, ঘ) চার",ক) এক,0,"The question contains a redundant and incorrect phrase 'খেলা খেলা' which makes it ungrammatical and confusing. Additionally, 'বলি খেলা' is not a standard term; it likely intends to refer to 'বলী খেলা' (Kabaddi), a popular South Asian sport. The correct number of referees in Kabaddi is typically two, not one, making the provided answer factually incorrect.",বলী খেলা খেলার সাধারণত কতজন রেফারি তত্ত্বাবধান করেন?,"['ক) এক', 'খ) দুই', 'গ) তিন', 'ঘ) চার']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,খেলার আদর্শ ক্রম কী?,"ক) এক দলের সকল খেলোয়াড় প্রথমে থ্রো করবে, খ) প্রতিটি দলের বিকল্প খেলোয়াড়রা, গ) শুধুমাত্র অধিনায়করা থ্রো করবে, ঘ) এলোমেলো ক্রম",ক) এক দলের সকল খেলোয়াড় প্রথমে বল ছুঁড়ে মারবে।,0,"The question is in Bengali and asks 'খেলার আদর্শ ক্রম কী?' (What is the ideal order of the game?), which is ambiguous and lacks context—no specific sport is mentioned. The answer option 'ক' refers to 'থ্রো' (throw), implying a sport like cricket or basketball, but the term 'থ্রো' is not standard in Bengali sports terminology and the phrasing 'বল ছুঁড়ে মারবে' is inconsistent with typical game rules. Moreover, the correct answer does not logically follow from the vague question. The options are poorly worded and do not clearly correspond to any recognized sports rule.",ক্রিকেটে ব্যাটিং ক্রমের আদর্শ ক্রম কী?,"['ক) এক দলের সকল খেলোয়াড় প্রথমে ব্যাটিং করবে', 'খ) প্রতিটি দলের বিকল্প খেলোয়াড়রা প্রথমে ব্যাটিং করবে', 'গ) শুধুমাত্র অধিনায়করা ব্যাটিং করবে', 'ঘ) এলোমেলো ক্রমে ব্যাটিং করা হয়']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,যদি কোনও খেলোয়াড় ইচ্ছাকৃতভাবে নির্ধারিত সময়ের চেয়ে বেশি সময় ধরে থ্রো করতে বিলম্ব করে তাহলে কী হবে?,"ক) থ্রো বাজেয়াপ্ত করা হয়েছে, খ) দল একটি পয়েন্ট হারায়, গ) রেফারি পুনরায় শুরু করেন, ঘ) কোনও ফলাফল নেই",ক) থ্রোটি বাতিল করা হয়েছে,0,"The question contains a Bengali phrase but the correct answer option is written in a mix of Bengali and English ('থ্রোটি বাতিল করা হয়েছে') while the other options are fully in Bengali. Also, 'থ্রোটি বাতিল করা হয়েছে' is not the standard term used in official basketball rules — it should be 'থ্রো বাতিল' or 'থ্রো বাজেয়াপ্ত'. Moreover, the question does not specify the sport, which is critical for accuracy — this rule applies to basketball, but without context, the MCQ is ambiguous.","বাস্কেটবলে, যদি কোনো খেলোয়াড় ইচ্ছাকৃতভাবে নির্ধারিত সময়ের (5 সেকেন্ড) চেয়ে বেশি সময় ধরে থ্রো করতে বিলম্ব করে, তাহলে কী হবে?","['ক) থ্রো বাতিল', 'খ) দল একটি পয়েন্ট হারায়', 'গ) রেফারি পুনরায় শুরু করেন', 'ঘ) কোনো ফলাফল নেই']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,"যদি বাতাসের কারণে লক্ষ্যবস্তু সরে যায়, তাহলে কী করা উচিত?","ক) খেলা চালিয়ে যান, খ) লক্ষ্য রিসেট করুন, গ) পয়েন্ট প্রদান করুন, ঘ) রাউন্ড বাতিল করুন",খ) লক্ষ্য পুনরায় সেট করুন,1,no mistake,no correction needed,no correction needed
RBQ,Bangladesh_RBQ.xlsx,boli khela,থ্রো শুরু করার জন্য রেফারির সংকেত কী?,"ক) হাততালি, খ) পতাকা নাড়ানো, গ) বাঁশি, ঘ) ঢোলের তালে তালে",গ) একটি বাঁশি,0,"The correct answer is listed as 'গ) একটি বাঁশি', but the option in the question is written as 'গ) বাঁশি'. This is a mismatch. Also, the question asks for 'রেফারির সংকেত' (referee's signal), and while a whistle is correct, the answer choice should exactly match the option text. Additionally, option ঘ) 'ঢোলের তালে তালে' is nonsensical in this context and reduces credibility.",থ্রো শুরু করার জন্য রেফারি কী সংকেত দেন?,"['ক) হাততালি', 'খ) পতাকা নাড়ানো', 'গ) বাঁশি', 'ঘ) কোনো সংকেত দেন না']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,"থ্রো করার সময় যদি কোনও খেলোয়াড়ের পা বৃত্তের বাইরে স্পর্শ করে, তাহলে তার নিয়ম কী?","ক) থ্রো গণনা, খ) থ্রো অবৈধ, গ) পেনাল্টি পয়েন্ট, ঘ) থ্রো পুনরায় খেলুন",খ) নিক্ষেপ অবৈধ,0,"The question is in Bengali but the correct answer option is written as 'খ) নিক্ষেপ অবৈধ', while the option in the question is labeled as 'খ) থ্রো অবৈধ'. This is a mismatch — the answer key uses 'নিক্ষেপ' (Bengali for throw) but the option uses 'থ্রো' (English transliteration). This inconsistency makes the question invalid. Also, the context implies a handball or similar sport rule, but the question does not specify the sport, reducing clarity.","হ্যান্ডবল খেলায় থ্রো করার সময় যদি কোনও খেলোয়াড়ের পা বৃত্তের বাইরে স্পর্শ করে, তাহলে তার নিয়ম কী?","['ক) থ্রো গণনা', 'খ) থ্রো অবৈধ', 'গ) পেনাল্টি পয়েন্ট', 'ঘ) থ্রো পুনরায় খেলুন']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,স্কোরের টাই সাধারণত কীভাবে পরিচালনা করা হয়?,"ক) ঘোষিত ড্র, খ) মুদ্রা টস, গ) অতিরিক্ত রাউন্ড, ঘ) উভয় দলই জয়ী",গ) অতিরিক্ত রাউন্ড,0,"The question is too vague and lacks context. 'Score's tie' could apply to many sports, but the correct answer 'অতিরিক্ত রাউন্ড' (extra round) is only valid for specific sports like cricket (tie-breakers in limited-overs) or football (penalty shootouts), not universally. The option 'ঘ) উভয় দলই জয়ী' (both teams win) is also misleading — in most sports, a tie means a draw, not both winning. The answer 'গ) অতিরিক্ত রাউন্ড' is not universally correct, making the question factually flawed.",ক্রিকেটের সীমিত ওভার ম্যাচে স্কোরের টাই হলে সাধারণত কীভাবে বিজয়ী নির্ধারণ করা হয়?,"['ক) ঘোষিত ড্র', 'খ) মুদ্রা টস', 'গ) অতিরিক্ত রাউ��্ড (পেনাল্টি শুটআউট)', 'ঘ) উভয় দলই জয়ী']"
RBQ,Bangladesh_RBQ.xlsx,boli khela,বলি খেলার জন্য কোন ধরণের পাথর পছন্দ করা হয়?,"ক) গোলাকার পাথর, খ) সমতল পাথর, গ) খোদাই করা পাথর, ঘ) রঙ করা পাথর",ক) গোলাকার পাথর,0,"The question refers to 'বলি খেলা' (Boli Khela), which is not a recognized or standard sport in Bangladesh or internationally. There is no documented traditional game by this name that uses stones as equipment. The term may be a mistranslation or fabrication. The provided answer ('গোলাকার পাথর') is therefore based on a false premise. The question is not factually valid.",কোন ধরণের পাথর বাংলাদেশের ঐতিহ্যবাহী 'খুঁটি খেলা' বা 'কুস্তি' খেলার জন্য ব্যবহার করা হয়?,"['ক) গোলাকার পাথর', 'খ) সমতল পাথর', 'গ) খোদাই করা পাথর', 'ঘ) রঙ করা পাথর']"
